head,rel,tail,score,in,head_ent,rel_ent,tail_ent,uid,head_id,tail_id
18105,3,41349,56.44034957885742,False,Pazopanib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB06589,kg4rd:18876
21516,3,41349,56.37986755371094,False,Olaratumab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB06043,kg4rd:18876
17241,3,41349,56.21873474121094,False,Crizotinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB08865,kg4rd:18876
18802,3,41349,56.20870590209961,False,Bleomycin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00290,kg4rd:18876
16886,3,41349,56.1968879699707,False,Daptomycin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00080,kg4rd:18876
18591,3,41349,56.169979095458984,False,Mirvetuximab soravtansine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12489,kg4rd:18876
17381,3,41349,56.16523742675781,False,Belumosudil:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16703,kg4rd:18876
17011,3,41349,56.10040283203125,False,Pemetrexed:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00642,kg4rd:18876
22803,3,41349,56.07533264160156,False,Paxalisib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB15186,kg4rd:18876
16977,3,41349,56.063289642333984,False,Zidovudine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00495,kg4rd:18876
23823,3,41349,56.04273986816406,True,Brexucabtagene autoleucel:drug,indication,mantle cell lymphoma:disease,D020522:37004047:iGVfTzkA7bEaLVfEcgKGgN,kg4rd:DB15699,kg4rd:18876
24462,3,41349,56.000038146972656,False,Mogamulizumab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12498,kg4rd:18876
17897,3,41349,55.96593475341797,False,Sunitinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB01268,kg4rd:18876
18603,3,41349,55.94025802612305,False,Tazemetostat:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12887,kg4rd:18876
17015,3,41349,55.90538787841797,False,Tamoxifen:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00675,kg4rd:18876
16887,3,41349,55.83962631225586,False,Cabazitaxel:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB06772,kg4rd:18876
24478,3,41349,55.75365447998047,False,Idecabtagene vicleucel:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16665,kg4rd:18876
26147,3,41349,55.724273681640625,False,Magrolimab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16225,kg4rd:18876
17371,3,41349,55.61187744140625,False,Elexacaftor:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB15444,kg4rd:18876
22759,3,41349,55.59117889404297,False,Tirabrutinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB15227,kg4rd:18876
